Material,Material2,LIST PRICE,MRP PRICE,TYPE,FINISH,billing price,STOCK,Box Qty,Carton,brand,Make,Model,Year Start,Year End,Segment,Single Video URL,Multiple Media(semicolon-separated,most_selling,sales_volume,sales_value,zone,region,hsn,kolkata stock,Product Sub Group,Product Group
277968900141,ASSY CENTRAL CLUSTER COMPLETE (ASP),," 2,628.00 ",18%,," 2,049.05 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900143,TRAY COVER UPPER LUX-LHD(SOFT PAINTED),," 1,226.00 ",18%,, 955.91 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900144,ASSY ST.WHEEL (WITH LEATHER NON-AIRBAG),," 3,136.00 ",18%,," 2,445.14 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089400,,,
277968900145,ASSY STEERING WH LEATHER BLK (AIRBAG),," 3,177.00 ",18%,," 2,477.11 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089400,,,
277968900151,ASSY HORN PAD WITH DAB MODULE (MGR BADGE,," 21,855.00 ",18%,," 17,040.34 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900152,ASSY CROSS MBR DASHBOARD RHD,," 1,598.00 ",18%,," 1,245.96 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900158,ASSY STEERING WHEEL 4 SPOKE (EMDET)BLACK,," 3,146.00 ",18%,," 2,452.94 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089400,,,
277968900165,ASSY DASHBOARD COMP-RHD(SOFT PAINT)B-002,," 10,520.00 ",18%,," 8,202.44 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968900166,SPEAKER GRILL,, 190.00 ,18%,, 148.14 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900167,ASSY BEZEL INST.CLUST.RR(SOFTPAINT)B-002,," 1,221.00 ",18%,, 952.01 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968900171,ASSY CENT.CLUSTER(CU PR GUN METAL FINISH,," 3,343.00 ",18%,," 2,606.54 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900176,ASSY HANDLE GLOVE BOX (WITH LOCK) B-002,, 267.00 ,18%,, 208.18 ,,EA,,TELCO,TATA,,,,,,,,,,,,83012000,,,
277968900180,STEERING WHEEL,," 5,324.00 ",18%,," 4,151.12 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089400,,,
277968900183,CENTRE CLUSTER COMPLETE,," 3,545.00 ",18%,," 2,764.04 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277968900184,CENTRAL CLUSTER COMPLETE,," 3,168.00 ",18%,," 2,470.09 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900187,ASSY DASHBOARD COMP-RHD(SOFT PAINT)B-002,," 18,872.00 ",18%,," 14,714.50 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277968900188,CENTRAL CLUSTER,," 3,319.00 ",18%,," 2,587.82 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87081090,,,
277968900196,ASSY STR.WHEEL HORNPAD WITH DAB MODB-002,," 4,838.00 ",18%,," 3,772.19 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900197,ASSY COVER  WITH PAB MODULE-RHD B-002,," 24,972.00 ",18%,," 19,470.67 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968900198,ASSY COVER WITH PAB MODULE LHD B-002,," 3,015.00 ",18%,," 2,350.80 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906315,CENTER CONSOLE FRONT (CU PRNT),," 1,892.00 ",18%,," 1,475.19 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906316,CENTER CONSOLE REAR (CU PRNT),," 1,204.00 ",18%,, 938.76 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906320,STR NECELLE TOP,, 190.00 ,18%,, 148.14 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906321,STR NECELLE BOTTOM,, 218.00 ,18%,, 169.97 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968906323,T' BADGE STEERING WHEEL HORNPAD,, 106.00 ,18%,, 82.65 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089400,,,
277968906350,BEZEL ANALOG CLOCK LUX(CU.PRT.GUN METAL),, 386.00 ,18%,, 300.96 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906353,BEZEL INST.CLUST.FRT.(SOFT PAINT) B-002,, 697.00 ,18%,, 543.45 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906355,SKIN GLOVE BOX LID RHD(SOFT PAINT) B-002,, 356.00 ,18%,, 277.57 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906356,GLOVE BOX LID INNER RHD(SOFT PAINT)B-002,, 358.00 ,18%,, 279.13 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968906360,STEERING NECELLE,, 179.00 ,18%,, 139.57 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968906361,STEERING NECELLE,, 186.00 ,18%,, 145.02 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968906366,FLOOR CONSOLE HSG FRONT,," 2,649.00 ",18%,," 2,065.43 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968906367,FLOOR CONSOLE HSG REAR LUX B-002,," 1,220.00 ",18%,, 951.23 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906368,CAP(FACIA SWITCH TRAY COVER UPR) B-002,, 4.00 ,18%,, 3.12 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906369,TRAY COVER UPPER RHD B-002(HL/MS),, 819.00 ,18%,, 638.57 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906372,FLOOR CONSOLE HSG,," 2,082.00 ",18%,," 1,623.34 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277968906376,FLOOR CONSOLE HSG FRONT,," 2,834.00 ",18%,," 2,209.67 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906377,FLOOR CONSOLE HSG REAR,, 910.00 ,18%,, 709.53 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906380,COVER FRONT CONSOLE,, 143.00 ,18%,, 111.50 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906382,TRAY COVER UPR RHD B-002(HL/MS)SOFT PNTD,," 1,330.00 ",18%,," 1,037.00 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277968906383,FLOOR CONSOLE HSG FRT LUX B-002 NEW C/P,," 2,420.00 ",18%,," 1,886.87 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87081090,,,
277968906384,FLOOR CONSOLE HSG REAR LUX,, 276.00 ,18%,, 215.20 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968906387,BEZEL DIGITAL CLOCK B-002,, 171.00 ,18%,, 133.33 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87081090,,,
277968910109,ASSY STG.WH.PU.BLACK WITH LEATHER-EMDET,," 2,425.00 ",18%,," 1,890.77 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089400,,,
277968910114,ASSY D/BOARD COMP.PAB-RHD B-002(AIRBAG),," 6,133.00 ",18%,," 4,781.90 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277968916306,SKIN GLOVE BOX LID-RHD (B-002),, 178.00 ,18%,, 138.79 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277968916313,GLOVE BOX LID INNER-LHD (B-002),, 224.00 ,18%,, 174.65 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969100102,ASSY CARPET LUGGAGE COMPT,," 1,333.00 ",18%,," 1,039.34 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969100104,CARPET FRT INDIGO,," 1,565.00 ",18%,," 1,220.23 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969100107,C PILLAR TRIM LH LUX,, 431.00 ,18%,, 336.05 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969100108,C PILLAR TRIM RH LUX,, 483.00 ,18%,, 376.60 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969100109,ASSY.NET,, 293.00 ,18%,, 228.45 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969100122,ASSY KIT CARPET RHD B-002,," 7,145.00 ",18%,," 5,570.96 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969100124,C'PILLAR TRIM LH LUX B-002,, 668.00 ,18%,, 520.84 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969100125,C'PILLAR TRIM RH LUX B-002,, 668.00 ,18%,, 520.84 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106302,'C'PILLAR TRIM RH STD,, 183.00 ,18%,, 142.69 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106303,ASSENGER COMPT CARPET RHD-EBONY,," 2,863.00 ",18%,," 2,232.28 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106304,CARPET W/ARCH INNER REAR LH,," 1,118.00 ",18%,, 871.70 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106305,CARPET W\A IN. RR RH INDIGO,," 1,175.00 ",18%,, 916.15 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106306,CARPET LUGG COMPART. INDIGO,, 781.00 ,18%,, 608.95 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106309,INSULATION FRT FLOOR WITH H LAYER ALL,," 2,479.00 ",18%,," 1,932.88 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106324,C'PILLAR TRIM LH LUX INDIGO,, 546.00 ,18%,, 425.72 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106325,C'PILLAR TRIM RH LUX INDIGO,, 452.00 ,18%,, 352.42 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106326,DECORATIVE BEADING INDIGO(C'PLR TRIM),, 22.00 ,18%,, 17.15 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106330,CARPET (TRUNKLID SILL INNER),, 625.00 ,18%,, 487.31 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106331,SCUFF PLATE INNER LH-RHD INDIGO,, 461.00 ,18%,, 359.44 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106332,SCUFF PLATE INNER RH-RHD INDIGO,, 461.00 ,18%,, 359.44 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106333,SCUFF PLATE INNER FRT LH,, 299.00 ,18%,, 233.13 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106334,SCUFF PLATE INNER FRT RH,, 299.00 ,18%,, 233.13 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106344,CARPET COVER HAND BR.,, 90.00 ,5%,, 70.17 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,57033090,,,
277969106365,CARPET (TRUNKLID SILL INNER) LUX B-002,, 608.00 ,5%,, 474.06 ,,EA,,TELCO,TATA,,,,,,,,,,,,57049090,,,
277969106368,CARPET COVER (HAND BRAKE)LUX B-002,, 194.00 ,18%,, 151.26 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106370,A  PILLAR TRIM UPPER LH LUX B-002,, 98.00 ,18%,, 76.41 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106371,A  PILLAR TRIM UPPER RH LUX B-002,, 98.00 ,18%,, 76.41 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106372,B  PILLAR TRIM LOWER LH LUX B-002,, 230.00 ,18%,, 179.33 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106373,B  PILLAR TRIM LOWER RH LUX B-002,, 230.00 ,18%,, 179.33 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106374,`B'PILLAR TRIM UPPER LH LUX B-002,, 288.00 ,18%,, 224.55 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106375,`B'PILLAR TRIM UPPER RH LUX B-002,, 288.00 ,18%,, 224.55 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106378,SCUFF PLATE INNER LH-RHD,, 221.00 ,18%,, 172.31 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106379,SCUFF PLATE INNER RH-RHD,, 221.00 ,18%,, 172.31 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106380,SCUFF PLATE INNER FRONT LH-RHD,, 489.00 ,18%,, 381.27 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106381,SCUFF PLATE INNER FRONT RH-RHD,, 489.00 ,18%,, 381.27 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106382,PASSENGER COMPLETE CARPET RHD LUX B-002,," 3,490.00 ",18%,," 2,721.15 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106387,DECORATIVE BEADING (`C'PLR TRIM)B-002,, 20.00 ,18%,, 15.59 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969106398,INSULATION FRONT END FLOOR WITH HEAVY,," 1,018.00 ",18%,, 793.73 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969106399,INSULATION REAR END FLOOR WITH HEAVY LAY,, 814.00 ,18%,, 634.68 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969400101,PARCEL SHELF(STD & LUX) INDIGO,," 2,615.00 ",18%,," 2,038.92 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969400103,ASSY.TRIM PARCEL SHELF REAR(STD),," 1,663.00 ",18%,," 1,296.64 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969400105,ASSY TRIM PARCEL SHELF (LUX) B-002,," 3,211.00 ",18%,," 2,503.62 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969500101,ASSY GRAB HANDLE LUX B-001,, 173.00 ,18%,, 134.89 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969500101BE,SILT_BEIGE-ASSY GRAB HANDLE LUX B-001,, 273.00 ,18%,, 212.86 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277969506301,HEAD LINING RHD,," 4,950.00 ",18%,," 3,859.52 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969506302,GOGGLE CASE INDIGO,, 171.00 ,18%,, 133.33 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969506303,GOGGLE CASE LUX B-001,, 191.00 ,18%,, 148.92 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969506304,HEAD LINING RHD,," 5,363.00 ",18%,," 4,181.53 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969506305,PLASTIC BUTTON GRAB HANDLE LUX B-001,, 9.00 ,18%,, 7.02 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277969706301,BACKLIGHT GLASS MOULD,, 281.00 ,18%,, 219.10 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972300103,ASSY.INR HANDLE COMPL FR DR LH (SHIVANI),, 283.00 ,18%,, 220.66 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972300104,ASSY.INR HANDLE COMPL FRDR RH(SHIVANI),, 283.00 ,18%,, 220.66 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972300106,LOCK SET,," 2,887.00 ",18%,," 2,250.99 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,83012000,,,
277972300109,KIT-ASSYLOCK SET,," 3,011.00 ",18%,," 2,347.68 ",,EA,,TELCO,TATA,,,,,,,,,,,,83012000,,,
277972300113,KIT ASSY LOCK SET B-002(PAB/DAB VERSION),," 3,539.00 ",18%,," 2,759.36 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,83012000,,,
277972506303,GLASS RUN MOULD FRONT LH CONST.SECT-BTR,, 867.00 ,18%,, 676.00 ,,EA,,TELCO,TATA,,,,,,,,,,,,40169990,,,
277972506304,GLASS RUN MOULD FRONT CONST.SECT RH-BTR,, 867.00 ,18%,, 676.00 ,,EA,,TELCO,TATA,,,,,,,,,,,,40169990,,,
277972700101,ASSY TRIM FRT DR WITH MGZ POC &CLIPS LH,," 2,012.00 ",18%,," 1,568.76 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700102,ASSY TRIM FRT DR WITH MGZ POC &CLIPS RH,," 2,133.00 ",18%,," 1,663.10 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700105,ASSY.TRIM FR.DR WITH MGZ POC & CLIPS LH,," 2,731.00 ",18%,," 2,129.36 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700106,ASSY.TRIM FR.DR WITH MGZ POC & CLIPS RH,," 2,731.00 ",18%,," 2,129.36 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700113,ASSY.TRIM FR.DR.WITH MGZ POC & CLIP LH,," 2,386.00 ",18%,," 1,860.36 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700114,ASSY.TRIM FR.DR.WITH MGZ POC & CLIP RH,," 3,777.00 ",18%,," 2,944.93 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700115,SPEAKER GRILL,, 228.00 ,18%,, 177.77 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972700116,SPEAKER GRILL,, 228.00 ,18%,, 177.77 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972700117,ASSY TRIM FRONT DOOR LH INDIGO LUX B-002,," 2,480.00 ",18%,," 1,933.66 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972700118,ASSY TRIM FRONT DOOR RH INDIGO LUX B-002,," 2,480.00 ",18%,," 1,933.66 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700119,ASSY TRIM FRT DR WITH MGZ POC & CLIPS LH,," 2,448.00 ",18%,," 1,908.71 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700120,TRIM FRT DR WITH MGZ POC & CLIPS RH,," 3,226.00 ",18%,," 2,515.31 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700123,ASSY TRIM FRT DR WITH MGZ POC & CLIPS LH,," 3,679.00 ",18%,," 2,868.52 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700124,ASSY TRIM FRT DR WITH MGZ POC & CLIPS RH,," 3,679.00 ",18%,," 2,868.52 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972700131,TRIM FR.DR.WITH MGZ POC & CLIP LH,," 2,467.00 ",18%,," 1,923.52 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277972700132,TRIM FR.DR.WITH MGZ POC & CLIP RH,," 2,467.00 ",18%,," 1,923.52 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706301,DOOR PULL INNER FRT LH INDIGO,, 171.00 ,18%,, 133.33 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706302,DOOR PULL INNER FRT RH,, 58.00 ,18%,, 45.22 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706303,DOOR PULL OUTER FRT LH,, 78.00 ,18%,, 60.82 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706304,DOOR PULL OUTER FRT RH,, 78.00 ,18%,, 60.82 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706305,HOUSING DOOR PULL,, 203.00 ,18%,, 158.28 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706307,HOUSING DOOR PULL INDIGO BLACK,, 124.00 ,18%,, 96.68 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706308,DR PULL INNER FRT BLK. LH,, 194.00 ,18%,, 151.26 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706309,DR PULL INNER FRT BLK. RH,, 188.00 ,18%,, 146.58 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706310,DR PULL OUT.  LH FRT DR BLK,, 205.00 ,18%,, 159.84 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706311,DR PULL OUT.  RH FRT DR BLK,, 205.00 ,18%,, 159.84 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706319,DOOR PULL INNER LH FRONT DOOR,, 215.00 ,18%,, 167.64 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706320,DOOR PULL INNER RH FRONT DOOR,, 215.00 ,18%,, 167.64 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706321,DOOR PULL OUTER LH FRONT DOOR LUX B-002,, 227.00 ,18%,, 176.99 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706322,DOOR PULL OUTER RH FRONT DOOR LUX B-002,, 227.00 ,18%,, 176.99 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706323,HOUSING DR.INR.HANDLE,, 496.00 ,18%,, 386.73 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277972706324,HOUSING DOOR PULL,, 198.00 ,18%,, 154.38 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277972706327,HOUSING,, 537.00 ,18%,, 418.70 ,,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277973208201,BRACKET REAR DOOR PULL MTG.LH,, 37.00 ,18%,, 28.85 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277973208202,BRACKET REAR DOOR PULL MTG.RH,, 37.00 ,18%,, 28.85 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277973300103,ASSY.INR HANDLE COMP RR DR LH (SHIVANI),, 346.00 ,18%,, 269.78 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277973300104,ASSY.INR HANDLE COMP RR DR RH(SHIVANI),, 346.00 ,18%,, 269.78 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277973506303,GLASS RUN MOULD REAR LH-BTR,, 975.00 ,18%,, 760.21 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,40169990,,,
277973506304,GLASS RUN MOULD REAR RH-BTR,," 1,159.00 ",18%,, 903.67 ,,EA,,TELCO,TATA,,,,,,,,,,,,40169990,,,
277973700103,ASSY.TRIM REAR DOOR LH-STD,, 808.00 ,18%,, 630.00 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700105,ASSY.TRIM REAR DOOR WITH CLIPS LH-STD,," 1,113.00 ",18%,, 867.81 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700106,ASSY.TRIM REAR DOOR WITH CLIPS RH-STD,," 1,425.00 ",18%,," 1,111.07 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700107,TRIM RR DR LH LUX,," 2,124.00 ",18%,," 1,656.08 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277973700108,TRIM RR DR RH LUX,," 2,565.00 ",18%,," 1,999.93 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700109,ASSY TRIM RR DR WITH CLIPS LH LS&GLS,," 1,793.00 ",18%,," 1,398.00 ",,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
277973700110,ASSY TRIM RR DR WITH CLIPS RH LS&GLS,," 2,364.00 ",18%,," 1,843.21 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700117,ASSY TRIM RR DR WITH CLIP LH LUX B-002,," 2,091.00 ",18%,," 1,630.35 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700118,TRIM RR DR WITH CLIP RH,," 2,091.00 ",18%,," 1,630.35 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700121,ASSY ASH TRAY REAR DOOR LUX B-002,, 120.00 ,18%,, 93.56 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700126,TRIM RR DR WITH CLIPS LH LS/GLS,," 2,669.00 ",18%,," 2,081.02 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700127,ASSY TRIM RR DR WITH CLIPS RH LS/GLS,," 3,225.00 ",18%,," 2,514.53 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700130,TRIM RR DR WITH CLIPS LH LX/GLX,," 1,946.00 ",18%,," 1,517.30 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700131,ASSY TRIM RR DR WITH CLIPS RH LX/GLX,," 1,946.00 ",18%,," 1,517.30 ",,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973700138,TRIM RR DR WITH CLIP LH LUX BEIGE,," 2,122.00 ",18%,," 1,654.52 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277973700139,TRIM RR DR WITH CLIP RH LUX BEIGE,," 2,122.00 ",18%,," 1,654.52 ",,EA,,TELCO,TATA,,,,,,,,,,,,87081090,,,
277973706301,DOOR PULL INNER REAR LH,, 40.00 ,18%,, 31.19 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973706302,DOOR PULL INNER REAR RH,, 40.00 ,18%,, 31.19 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973706303,DOOR PULL OUTER REAR LH,, 77.00 ,18%,, 60.04 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973706304,DOOR PULL OUTER REAR RH,, 77.00 ,18%,, 60.04 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973706312,DR PULL INNER RR LH BLK,, 142.00 ,18%,, 110.72 ,,EA,,TELCO,TATA,,,,,,,,,,,,87089900,,,
277973706313,DR PULL INNER RR RH BLK,, 142.00 ,18%,, 110.72 ,,EA,,TELCO,TATA,Indica/Indigo,,,,,,,,,,,87089900,,,
